business_name,address,inspection_date,years_alive,latitude,longitude
BANH MI & CO.,214 W VAN BUREN ST ,12/24/2014,0,41.876949124597786,-87.63415934265406
BANH MI BA GET,214 W VAN BUREN ST ,12/19/2014,0,41.876949124597786,-87.63415934265406
DUNKIN DONUTS,215 W LAKE ST ,10/14/2014,3,41.88562121644583,-87.63450135773655
7-ELEVEN #33705,216 W JACKSON BLVD ,01/09/2015,0,41.87822324151809,-87.63424737951088
MAC KELLY'S,216 W JACKSON BLVD ,04/07/2015,0,41.87822324151809,-87.63424737951088
TOWER MARKET AND GRILL,216 W JACKSON BLVD ,09/24/2014,1,41.87822324151809,-87.63424737951088
SILK ROAD JACKSON CORPORATION,216 W JACKSON BLVD ,01/20/2011,1,41.87822324151809,-87.63424737951088
NATIVE FOODS CAFE,218 S CLARK ST ,04/25/2017,0,41.87881482219489,-87.63095048621103
NATIVE FOODS CAFE,218 S CLARK ST ,07/22/2013,1,41.87881482219489,-87.63095048621103
MARKET CREATIONS,219 S DEARBORN ST ,06/17/2014,1,41.878966836146326,-87.62919335609854
GSA DIRKSEN BUILDING,219 S DEARBORN ST ,06/17/2014,0,41.878966836146326,-87.62919335609854
TSAGANOS INC,219 S DEARBORN ST ,06/17/2014,0,41.878966836146326,-87.62919335609854
DELI 219,219 S DEARBORN ST ,05/14/2014,0,41.878966836146326,-87.62919335609854
GATEWAY NEWSTAND & CIGAR STORE,219 S DEARBORN ST ,08/29/2013,1,41.878966836146326,-87.62919335609854
SUBWAY,219 W JACKSON BLVD ,12/07/2015,0,41.878003146826956,-87.63429852667034
ASADO COFFEE ROASTERS,22 E JACKSON BLVD ,09/05/2017,0,41.878336071547935,-87.62689227478914
BACCI PIZZA,22 E ROOSEVELT RD ,07/02/2015,0,41.867536995544135,-87.62637690072273
BUTTERFIELD KITCHEN,22 E ROOSEVELT RD ,04/04/2014,0,41.867536995544135,-87.62637690072273
GOOD STUFF EATERY,22 S WABASH AVE ,02/07/2017,0,41.881528372577975,-87.62634252535351
CORNER BAKERY CAFE,222 S RIVERSIDE PLZ ,12/11/2015,2,41.87858156072147,-87.6385786681057
EASTERN LOBBY SHOP #4051,222 S RIVERSIDE PLZ ,12/11/2015,0,41.87858156072147,-87.6385786681057
EASTERN LOBBY SHOPS # 4032,222 S RIVERSIDE PLZ ,12/11/2015,0,41.87858156072147,-87.6385786681057
EASTERN LOBBY SHOP #4031,222 S RIVERSIDE PLZ ,10/28/2014,1,41.87858156072147,-87.6385786681057
CARIBOU COFFEE  #1251,222 S RIVERSIDE PLZ ,11/18/2011,3,41.87858156072147,-87.6385786681057
MIXED GREEN,223 W LAKE ST ,08/26/2014,1,41.885621553750475,-87.63480048875809
UNDER THE EL,223 W LAKE ST ,11/04/2011,3,41.885621553750475,-87.63480048875809
GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD ,07/31/2012,3,41.87800197881318,-87.63440912958521
GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD ,07/31/2012,0,41.87800197881318,-87.63440912958521
China Grill,224-230 N MICHIGAN AVE ,11/09/2011,1,41.88637481521078,-87.6246754356595
JAFFA BAGELS,225 N MICHIGAN AVE ,07/27/2012,1,41.88637740620821,-87.62438167043966
PONTE FRESCO,225 N MICHIGAN AVE ,07/27/2011,1,41.88637740620821,-87.62438167043966
HOTEL MONACO,225 N WABASH AVE ,12/12/2013,0,41.88642433256405,-87.62616828170881
HOTEL MONACO,225 N WABASH AVE ,12/12/2013,0,41.88642433256405,-87.62616828170881
HOTEL MONACO,225 N WABASH AVE ,02/06/2013,0,41.88642433256405,-87.62616828170881
SANDELLA'S/CAPERS,225 S CANAL ST ,01/23/2017,0,41.87853127835361,-87.63942745962717
AUNTIE ANNIE,225 S CANAL ST ,09/30/2014,2,41.87853127835361,-87.63942745962717
JAMBA JUICE,225 S CANAL ST ,06/30/2014,0,41.87853127835361,-87.63942745962717
"HONG'S UNION STATION, INC",225 S CANAL ST ,01/10/2014,0,41.87853127835361,-87.63942745962717
PIZZA HUT EXPRESS,225 S CANAL ST ,04/09/2014,0,41.87853127835361,-87.63942745962717
SNUGGERY AT UNION STATION INC,225 S CANAL ST ,10/31/2013,1,41.87853127835361,-87.63942745962717
MRS. FIELDS COOKIES,225 S CANAL ST ,09/10/2012,1,41.87853127835361,-87.63942745962717
GIORDANO'S RESTAURANT & PIZZAERIA,225 W JACKSON BLVD ,12/07/2015,0,41.87800139503828,-87.63446442982367
TREAT AMERICA FOOD SERVICES,225 W RANDOLPH ST ,03/27/2014,2,41.88435557962178,-87.6346365498915
ARAMARK @ AMERITECH,225 W RANDOLPH ST ,12/13/2013,1,41.88435557962178,-87.6346365498915
225 CAFE,225 W WASHINGTON ST ,12/07/2015,0,41.88309915782265,-87.63460036317278
Eurest Dining Services @ Credit Suisse Chicago,227 W MONROE ST ,08/09/2012,1,41.88053924995021,-87.63459246351387
BON APPETIT AT AT&T,227 W MONROE ST ,08/12/2010,2,41.88053924995021,-87.63459246351387
UNION PARK LOUNGE,228 S RACINE AVE ,09/10/2014,1,41.87819911274335,-87.65717827964691
"AMERICAN KIDZ ACADEMY,LLC-W",229 S PEORIA ST ,09/29/2011,4,41.87827628887624,-87.6494437938526
TACO FRESCO,23 E ADAMS ST ,06/17/2014,2,41.879391313239694,-87.62684825563628
DOLLAR DAZE INC.,23 W JACKSON BLVD ,05/04/2015,0,41.87806607061272,-87.62854680856856
FEDERAL RESERVE BANK,230 S LA SALLE ST ,05/04/2017,1,41.8785382916852,-87.63241426118782
MCDONALDS'S RESTAURANTS,230 S STATE ST ,10/23/2014,1,41.87871973858168,-87.62783943584722
MCDONALD'S,230 S STATE ST ,09/17/2012,2,41.87871973858168,-87.62783943584722
GATEWAY NEWSTAND,231 S LA SALLE ST ,11/18/2013,2,41.87854293163993,-87.63212057674588
CAFE 231,231 S LA SALLE ST ,11/03/2010,2,41.87854293163993,-87.63212057674588
KHYBER PASS,233 E WACKER DR ,11/22/2013,1,41.8877901722575,-87.62127871291348
ORIENTAL EXPRESS,233 E WACKER DR ,04/04/2013,0,41.8877901722575,-87.62127871291348
GATEWAY NEWS STANDS,233 N MICHIGAN AVE ,07/02/2015,0,41.886567370886944,-87.62438467059714
MCDONALD'S,233 N MICHIGAN AVE ,07/02/2015,0,41.886567370886944,-87.62438467059714
THE GREAT STEAK & POTATOE CO.,233 N MICHIGAN AVE ,12/04/2014,0,41.886567370886944,-87.62438467059714
RISE N ROLL AMISH MARKET,233 N MICHIGAN AVE ,08/26/2013,1,41.886567370886944,-87.62438467059714
DELMONICO'S GOURMET,233 N MICHIGAN AVE ,10/24/2013,0,41.886567370886944,-87.62438467059714
FRESH CHIOCE,233 N MICHIGAN AVE ,03/14/2012,0,41.886567370886944,-87.62438467059714
"HALSTED STREET DELI 233, INC.",233 N MICHIGAN AVE ,03/07/2012,0,41.886567370886944,-87.62438467059714
SBARRO,233 N MICHIGAN AVE ,04/28/2011,1,41.886567370886944,-87.62438467059714
FRENCH ACCENT,233 S WACKER DR ,05/11/2017,0,41.87856015362371,-87.63652387205532
CORNER BAKERY CAFE,233 S WACKER DR ,09/07/2017,0,41.87856015362371,-87.63652387205532
VENICE CAFE,233 S WACKER DR ,02/16/2016,1,41.87856015362371,-87.63652387205532
Eurest Dining Service at Sonnenschein Nath & Rosenthal,233 S WACKER DR ,10/22/2015,0,41.87856015362371,-87.63652387205532
SALSERIA GRILL & CANTINA,233 S WACKER DR ,01/20/2015,0,41.87856015362371,-87.63652387205532
METROPOLITAN FITNESS CLUB,233 S WACKER DR ,06/24/2013,0,41.87856015362371,-87.63652387205532
STARBUCKS,233 S WACKER DR ,07/20/2012,1,41.87856015362371,-87.63652387205532
SBARRO ITALIAN EATERY,233 S WACKER DR ,09/13/2012,0,41.87856015362371,-87.63652387205532
SEARS TOWER CLUB,233 S WACKER DR ,01/03/2012,0,41.87856015362371,-87.63652387205532
WABASH FOOD & LIQUOR INC,234 S WABASH AVE ,04/24/2014,1,41.87867434818134,-87.62624229534441
"234 S. WABASH, INC.",234 S WABASH AVE ,04/18/2014,0,41.87867434818134,-87.62624229534441
COBRA LOUNGE/ALL RISE BREWING CO.,235 N ASHLAND AVE ,01/13/2015,0,41.88649138251822,-87.6668645750203
COBRA LOUNGE/ALL RISE BREWING CO.,235 N ASHLAND AVE ,10/29/2014,1,41.88649138251822,-87.6668645750203
PROTEIN BAR,235 S FRANKLIN ST ,02/04/2016,0,41.87842162672269,-87.63506330589429
CHIPOTLE MEXICAN GRILL,235 W LAKE ST ,08/17/2010,2,41.885620943905664,-87.6350665333898
FALAFEL ISLAND,24 E ADAMS ST ,09/26/2013,2,41.87961077820512,-87.62685551466794
HAIFA CAFE AND FIRE CHICKEN,24 E ADAMS ST ,12/14/2012,1,41.87961077820512,-87.62685551466794
SHOPHOUSE SOUTHEAST ASIAN KITCHEN,24 E JACKSON BLVD ,08/03/2017,1,41.87833791843214,-87.62681984702525
MRS. FIELDS COOKIES,242 S STATE ST ,08/06/2012,3,41.87841078310926,-87.62783085327897
JIMMY JOHN'S-JACKSON,247 S STATE ST ,08/30/2016,1,41.878312680692794,-87.6275341597044
PANERA BREAD  # 1190,250 S WACKER DR ,01/20/2015,2,41.87813818115573,-87.63706499520218
THE URBAN COFFEE CO,26 E CONGRESS PKWY ,10/04/2012,1,41.875787600378416,-87.62663328984894
JERSEY MIKES,26 E ROOSEVELT RD FL ,05/01/2015,1,41.86753862662266,-87.6262084807218
JERSEY MIKE'S SUBS,26 E ROOSEVELT RD FL ,09/16/2014,1,41.86753862662266,-87.6262084807218
COSI,28 E JACKSON BLVD ,05/04/2015,0,41.87834161206342,-87.62667499148682
GIORDANO'S RESTAURANT & PIZZERIA,28 E JACKSON BLVD ,02/22/2013,2,41.87834161206342,-87.62667499148682
FAST FOO'S,28 E JACKSON BLVD ,04/05/2013,0,41.87834161206342,-87.62667499148682
COSI,28 E JACKSON BLVD ,01/10/2011,2,41.87834161206342,-87.62667499148682
Yang,28 E ROOSEVELT RD ,08/01/2013,1,41.867539291087255,-87.62612468940756
HYATT PLACE,28 N FRANKLIN ,03/21/2017,0,41.88264999321744,-87.63547347015259
HYATT PLACE,28 N FRANKLIN ,03/21/2017,0,41.88264999321744,-87.63547347015259
AL'S BEEF,28-32 E JACKSON BLVD ,08/15/2012,1,41.87834161206342,-87.62667499148682
HALO ASIAN MIX,29 E ADAMS ST ,06/17/2014,0,41.87939700209408,-87.62663087278814
OODLES OF NOODLES,29 E ADAMS ST ,02/16/2011,0,41.87939700209408,-87.62663087278814
MANGINO'S,29 N WACKER DR ,09/02/2010,0,41.88270035458986,-87.63663755997726
ROLY POLY,29 S LA SALLE ST ,05/08/2014,1,41.881153093806354,-87.63219570286171
"COURTWAY RESTAURANT, L.L.C.",29 S LA SALLE ST ,09/20/2013,1,41.881153093806354,-87.63219570286171
ROLY POLY,29 S LA SALLE ST ,08/15/2013,0,41.881153093806354,-87.63219570286171
QUIZNOS SUB SERVICES #9341,29 W LAKE ST ,05/05/2011,0,41.88563898075977,-87.62905001540052
HAROLD WASHINGTON COLLEGE,30 E LAKE ST ,08/20/2015,2,41.885862105115756,-87.62685864521356
"M.H.R.,L.L.C.",30 E LAKE ST ,06/14/2010,5,41.885862105115756,-87.62685864521356
NOODLES & COMPANY,30 N LA SALLE ST ,06/18/2013,2,41.882694668611215,-87.63253142666058
HALSTED STREET DEL,30 N LA SALLE ST ,06/18/2013,0,41.882694668611215,-87.63253142666058
JOHNNY ROCKETS,30 N LA SALLE ST ,06/18/2013,0,41.882694668611215,-87.63253142666058
CALIFORNIA PIZZA KITCHEN ASAP,30 N LA SALLE ST ,03/26/2012,1,41.882694668611215,-87.63253142666058
FLAT TOP GRILL,30 S WABASH AVE ,09/10/2013,3,41.881334805946864,-87.62633546646605
FLAT TOP GRILL,30 S WABASH AVE ,09/10/2013,0,41.881334805946864,-87.62633546646605
FLAT TOP GRILL,30 S WABASH AVE ,09/10/2013,0,41.881334805946864,-87.62633546646605
FLAT TOP GRILL,30 S WABASH AVE ,07/02/2013,0,41.881334805946864,-87.62633546646605
FFT CAFE,30 S WACKER ,05/18/2016,1,41.88140721163485,-87.63715509324663
A & A CANDY,30 S WACKER DR ,11/01/2012,0,41.88140721163485,-87.63715509324663
300 CONCESSION SHOP INC.,300 E RANDOLPH ST ,01/26/2011,2,41.884623784635856,-87.62047604442976
HEALTH CARE SERVICE CORP,300 E RANDOLPH ST ,01/21/2011,0,41.884623784635856,-87.62047604442976
SUBWAY,300 N MICHIGAN AVE ,05/12/2015,1,41.88687579539163,-87.62468518670748
WALGREENS #1332,300 N MICHIGAN AVE ,11/08/2012,3,41.88687579539163,-87.62468518670748
ALONTI CAFE,300 S RIVERSIDE PLZ ,09/06/2011,2,41.87797513796852,-87.63842217104092
NYC BAGEL DELI - WACKER,300 S WACKER DR ,07/28/2010,7,41.87801092371806,-87.63705852233733
POCKETS,309 W LAKE ST ,12/05/2016,1,41.88562872984525,-87.63568349861019
JAY CANDY STORE,309 W WASHINGTON ST ,10/23/2015,0,41.88309460284483,-87.63563266074922
FRESHII,311 S WACKER DR ,07/31/2017,0,41.877791648104406,-87.63652434443534
HALSTED STREET DELI & BAGEL,311 S WACKER DR ,09/18/2015,2,41.877791648104406,-87.63652434443534
FRESHII,311 S WACKER DR ,10/28/2014,1,41.877791648104406,-87.63652434443534
GATEWAY NEWS STAND,312 S STATE ST ,11/08/2010,3,41.87784338811841,-87.62781526981121
CONFECTION CONNECTION TOO,316 S DEARBORN ST ,02/23/2015,0,41.877735850180095,-87.6294327454369
ABC DELICIOUS INC,316 S DEARBORN ST ,08/28/2012,3,41.877735850180095,-87.6294327454369
MRS. FIELDS COOKIES,32 E RANDOLPH ST ,09/12/2014,0,41.88460419998884,-87.62675948736667
PARKHURST DINING SERVICE,320 N MORGAN ST ,08/11/2016,1,41.88744621874897,-87.6523389485359
TRAVEL TRADERS #523,323 E WACKER DR ,12/28/2010,4,41.8875560409486,-87.61965509328479
STANLEY'S ON RACINE,324 S RACINE AVE ,10/28/2010,3,41.87698119928152,-87.65715347956379
RED ROBIN'S BURGER WORKS,328 N MICHIGAN AVE ,05/29/2014,3,41.88745658361914,-87.62469910072792
"PIEROGI HEAVEN, INC",329 S FRANKLIN ST ,12/11/2012,5,41.87739707385008,-87.63504341455305
LAVAZZA,33 N DEARBORN ST ,01/22/2015,1,41.88280622661767,-87.6292814956831
GATEWAY NEWSSTAND,33 W MONROE ST ,01/12/2011,1,41.88061600574007,-87.62904942471994
GATEWAY NEWSTAND,33 W MONROE ST FL ,07/18/2012,1,41.88061600574007,-87.62904942471994
LAI LAI RESTAURANT,330 S WELLS ST ,05/02/2017,0,41.877367762373964,-87.63385356749126
BILLY GOAT TAVERN,330 S WELLS ST ,05/02/2017,0,41.877367762373964,-87.63385356749126
BILLY GOAT TAVERN,330 S WELLS ST ,10/31/2016,1,41.877367762373964,-87.63385356749126
I DREAM OF FALAFEL,331-333 S FRANKLIN ST ,03/11/2013,2,41.87735119229725,-87.63504276859136
BINITA'S,332 S MICHIGAN AVE ,03/24/2014,0,41.87748017697733,-87.62444658849094
CAFFE BACI,332 S MICHIGAN AVE ,11/02/2010,2,41.87748017697733,-87.62444658849094
YUM CHA,333 E BENTON PL ,09/03/2015,0,41.88539004666972,-87.61898671163952
YUM CHA,333 E BENTON PL ,10/02/2015,0,41.88539004666972,-87.61898671163952
MAISON,333 E BENTON PL ,12/01/2011,2,41.88539004666972,-87.61898671163952
QUIZNO'S SUBS,333 S FRANKLIN ST ,11/26/2012,0,41.87730519228123,-87.63504205516207
MY THAI,333 S STATE ST ,11/06/2014,1,41.87739693703613,-87.62751493171093
QUIZNO'S,333 S State ST ,08/12/2014,0,41.87739693703613,-87.62751493171093
ERIK'S DELI,333 S State ST ,08/05/2014,0,41.87739693703613,-87.62751493171093
Yogen Fruz,333 S State ST BLDG ,09/11/2013,2,41.87739693703613,-87.62751493171093
KARAD CONVENIENCE,333 W WACKER DR ,10/19/2015,0,41.88602541254113,-87.63629770323044
GOODWIN'S,333 W WACKER DR ,06/20/2013,1,41.88602541254113,-87.63629770323044
"DELI-TIME, L.L.C.",333 W WACKER DR ,06/06/2013,0,41.88602541254113,-87.63629770323044
NUVEEN  INVESTMENTS,333 W WACKER DR ,08/24/2010,2,41.88602541254113,-87.63629770323044
SUBWAY #7706,335 S FRANKLIN ST ,08/19/2014,1,41.87725919226483,-87.63504134173338
HAUTE SAUSAGE,335 S FRANKLIN ST ,04/08/2014,0,41.87725919226483,-87.63504134173338
HAUTE SAUSAGE,335 S FRANKLIN ST ,04/08/2014,0,41.87725919226483,-87.63504134173338
THE WORKS OFF VAN BUREN,335 S FRANKLIN ST ,10/18/2013,0,41.87725919226483,-87.63504134173338
Subway Sandwiches,335 S FRANKLIN ST ,12/11/2012,0,41.87725919226483,-87.63504134173338
SUBWAY,335 S FRANKLIN ST ,04/22/2011,1,41.87725919226483,-87.63504134173338
"THE WORKS ON FRANKLIN, INC.",335 S FRANKLIN ST ,04/05/2011,0,41.87725919226483,-87.63504134173338
HARRY'S SANDWICH SHOP,336 S DEARBORN ST ,04/12/2017,0,41.87727930852591,-87.62941874526942
HAUTE SAUSAGE,337 S FRANKLIN ST ,05/01/2014,2,41.87721319224809,-87.63504062830522
WHOLLY INNOCENTS DAYCARE CENTER.,34 N Sangamon ST ,04/02/2014,3,41.882766791428274,-87.65103935367323
BRANDO'S,343 S DEARBORN ST ,04/05/2013,0,41.877146786216336,-87.62912123316899
BRANDO'S,343 S DEARBORN ST ,04/05/2013,0,41.877146786216336,-87.62912123316899
SIN,343 S DEARBORN ST ,04/05/2013,0,41.877146786216336,-87.62912123316899
SIN,343 S DEARBORN ST ,04/05/2013,0,41.877146786216336,-87.62912123316899
SIN,343 S DEARBORN ST ,10/04/2010,3,41.877146786216336,-87.62912123316899
HIDEOUT INN,35 E RIVERWALK SOUTH ,08/13/2015,1,41.88731265993717,-87.6267723697208
THE GREEN AT GRANT PARK,352 E MONROE DR ,09/23/2010,3,41.88100992760611,-87.61887158565777
BOMBON CAKE GALLERY AND DESIGN,36 S ASHLAND ,07/11/2014,1,41.88031877928038,-87.6669131057959
BOMBON CAFE,36 S ASHLAND ,07/02/2014,0,41.88031877928038,-87.6669131057959
CHALK OF LAKESHORE EAST,360 E SOUTH WATER ST ,07/26/2011,3,41.88661753412504,-87.6186716725787
KENMARE CATERING AND EVENTS,37 S WABASH AVE ,05/17/2012,1,41.881147215651424,-87.62603473520979
WOKSTATION,39 N WELLS ST ,10/28/2016,1,41.882945805288045,-87.63371259871252
7-ELEVEN # 37622A,4 W JACKSON BLVD ,05/17/2016,1,41.87828615621557,-87.62780446623054
SKRINECHOPS,400 S FINANCIAL PL ,02/27/2015,1,41.876797440785374,-87.63325591022408
LOOP PIZZA,400 S FINANCIAL PL ,01/27/2014,1,41.876797440785374,-87.63325591022408
SKRINECHOPS,400 S FINANCIAL PL ,09/04/2012,2,41.876797440785374,-87.63325591022408
FINKLS WORLD FAMOUS DELI,400 S FINANCIAL PL ,07/19/2011,1,41.876797440785374,-87.63325591022408
TRADER MIKE,400 S Financial PL ,09/04/2012,1,41.876797440785374,-87.63325591022408
Nicola's Pizzeria,400 S Financial PL ,12/14/2011,1,41.876797440785374,-87.63325591022408
HALSTED STREET DELI,400 S LA SALLE ST ,09/19/2013,0,41.876808320196034,-87.63191630640749
HALSTED STREET DELI,400 S LA SALLE ST ,09/13/2013,0,41.876808320196034,-87.63191630640749
HALSTED STREET DELI & CAFE INC,400 S LA SALLE ST ,09/04/2012,1,41.876808320196034,-87.63191630640749
"CAL'S 400 LIQUORS, INC.",400 S WELLS ST ,02/24/2017,0,41.876784831445576,-87.63383891021036
LIBERTY COFFEE AND TEA,401 S LA SALLE ST ,11/01/2010,0,41.87681397302159,-87.63162266168106
DUNKIN DONUTS,406 S MICHIGAN AVE ,01/21/2016,1,41.87679979571103,-87.62443233487532
MICKEY'S  CHICKEN,408 S CLARK ST ,06/07/2017,0,41.87666536902472,-87.63089036305159
MICKY'S CHICKEN,408 S CLARK ST ,08/29/2011,3,41.87666536902472,-87.63089036305159
Bacci Pizza Dearborn,409-411 S Dearborn ST ,11/16/2012,1,41.87665369559673,-87.62910965656542
ALCOCK'S INN,411 S WELLS ST ,12/21/2012,1,41.87656209838564,-87.63353977498741
ALCOCK'S,411 S WELLS ST ,04/19/2011,1,41.87656209838564,-87.63353977498741
MANHATTAN'S ON DEARBORN,415 S DEARBORN ST ,11/24/2010,4,41.87651624774378,-87.62910663120905
CRUMBS BAKE SHOP,42 S CLARK ST ,11/15/2013,0,41.88095082939631,-87.63100546948652
SHARK FISH & CHICKEN,420 S CLARK ST ,06/13/2017,1,41.87643560996343,-87.63088309864014
UIC HALSTED NEWSTAND,430 S HALSTED ST ,12/05/2011,2,41.8757713366305,-87.64732106966797
ROOSEVELT UNIVERSITY COFFEE SHOP,430 S MICHIGAN AVE ,05/22/2012,5,41.876248128035826,-87.62441918459099
"ARAMARK EDUCATIONAL SERVICES, INC.",430 S MICHIGAN AVE ,10/25/2010,2,41.876248128035826,-87.62441918459099
HERO COFFEE BAR,439 S DEARBORN ST ,11/15/2013,4,41.87596665467107,-87.62910276316829
EUREST DINING SERVICES,440 S LA SALLE ST ,10/17/2017,0,41.87588847004054,-87.63188472119873
EUREST DINING SERVICES,440 S LA SALLE ST ,10/17/2017,0,41.87588847004054,-87.63188472119873
EUREST DINING SERVICES,440 S LA SALLE ST ,10/13/2017,0,41.87588847004054,-87.63188472119873
The Buckingham Athletic Club,440 S LA SALLE ST ,06/12/2017,0,41.87588847004054,-87.63188472119873
"REVEL  DOWNTOWN, LLC.",440 W RANDOLPH ST ,05/06/2014,3,41.88455301886256,-87.63968258239667
UNION STATION MULTIPLEX,444 W JACKSON BLVD ,09/26/2016,0,41.87815537704807,-87.63949995628163
SURF CITY SQUEEZE,444 W JACKSON BLVD ,06/28/2013,3,41.87815537704807,-87.63949995628163
SOUTH LOOP MONTESSORI SCHOOL,47 W POLK ST ,03/09/2017,0,41.87216695780119,-87.6295767972998
SOUTH LOOP MONTESSORI SCHOOL,47 W POLK ST ,05/05/2016,1,41.87216695780119,-87.6295767972998
BAR LOUIE,47 W POLK ST ,08/13/2013,0,41.87216695780119,-87.6295767972998
7-ELEVEN #32889B,48 N WELLS ST ,07/17/2013,0,41.88313177576784,-87.6340072395928
"B PATEL, INC.",5 S WABASH AVE ,12/19/2014,0,41.88192156256051,-87.62606305984501
MALLERS,5 S WABASH AVE ,07/14/2014,0,41.88192156256051,-87.62606305984501
YONDER CHICAGO,5 S WABASH AVE ,08/21/2013,1,41.88192156256051,-87.62606305984501
BELDEN'S 3RD FLOOR DELI,5 S WABASH AVE ,12/29/2011,2,41.88192156256051,-87.62606305984501
MALLERS DELI,5 S WABASH AVE ,08/10/2010,0,41.88192156256051,-87.62606305984501
MALLERS RESTAURANT,5 S WABASH AVE ,08/02/2010,0,41.88192156256051,-87.62606305984501
TAHHA NEWSSTAND INC. #2,50 N DEARBORN ST ,12/23/2014,0,41.883186722573306,-87.62958351889787
EUREST DINING SERVICES,50 S LA SALLE ST ,05/28/2015,1,41.88070510431832,-87.63247630514624
"Northern Trust Bank, Executive Dining",50 S LA SALLE ST ,06/04/2013,0,41.88070510431832,-87.63247630514624
NORTHERN TRUST BANK-6th floor,50 S LA SALLE ST ,06/04/2013,0,41.88070510431832,-87.63247630514624
The Northern Trust Bank - 5th Floor,50 S LA SALLE ST ,06/04/2013,0,41.88070510431832,-87.63247630514624
THE NORTHERN TRUST BANK - 5TH FLOOR,50 S LA SALLE ST ,11/22/2010,3,41.88070510431832,-87.63247630514624
HOTEL  BLAKE,500 S DEARBORN ST ,05/15/2013,0,41.875569109604456,-87.62938322586832
Custom House,500 S DEARBORN ST ,01/31/2012,1,41.875569109604456,-87.62938322586832
CHICAGO KERNEL GOURMET POPCORN & MORE,511 S STATE ST ,07/16/2013,3,41.87541493209854,-87.62747261121046
CHICAGO'S ORIGINAL HAROLD'S,518 W HARRISON ST ,08/07/2014,3,41.87450605062665,-87.64038050243174
INDIA GARDEN ON HARRISON INC,518 W HARRISON ST ,08/19/2013,1,41.87450605062665,-87.64038050243174
HARRISON GRILL,518 W HARRISON ST ,08/16/2013,0,41.87450605062665,-87.64038050243174
HAROLD'S CHICKEN SHACK  #39,518 W HARRISON ST ,09/16/2010,0,41.87450605062665,-87.64038050243174
"Aramark Educational Services, Inc.",525 S STATE ST ,10/21/2014,0,41.875179056057796,-87.6274737894488
ERIK'S DELI,525 W VAN BUREN ST ,11/27/2017,1,41.87664684111582,-87.64069511931959
Monadnock Tobacco Mart Express,53 W Jackson BLVD ,01/25/2010,5,41.878050680824906,-87.62978100842274
7-ELEVEN,535 S STATE ST ,10/30/2014,0,41.8750105731656,-87.627474631035
7-ELEVEN,535 S STATE ST ,08/17/2010,4,41.8750105731656,-87.627474631035
DAVE CANDY STORE,55 E JACKSON BLVD ,04/28/2014,1,41.87814785854393,-87.62557273455765
SMOOTHIES N' SUCH LLC,55 E RANDOLPH ST ,10/17/2016,2,41.8843876187293,-87.62586884949191
SUBWAY,55 E RANDOLPH ST ,11/13/2013,0,41.8843876187293,-87.62586884949191
INTELLIGENTSIA COFFEE & TEA INC.,55 E RANDOLPH ST ,09/06/2012,1,41.8843876187293,-87.62586884949191
HEADLINE NEWSSTAND,55 W MONROE ST ,12/04/2015,0,41.88059895501336,-87.62990739051766
KANTI TOBACCO & GIFT INC,55 W MONROE ST ,12/01/2015,0,41.88059895501336,-87.62990739051766
CARIBOU COFFEE COMPANY,55 W MONROE ST ,06/25/2013,1,41.88059895501336,-87.62990739051766
LAGNIAPPE-A CREOLE CAJUN JOYNT,55 W RIVERWALK SOUTH ,04/19/2010,3,41.88695199839047,-87.62987459293427
PORKCHOP,555 S DEARBORN ST ,04/22/2014,3,41.87466288077968,-87.62906528869487
7 - ELEVEN # 33582,58 E LAKE ST ,11/02/2010,0,41.885837687698256,-87.62591897202392
7-ELEVEN,58 E LAKE ST ,11/02/2010,0,41.885837687698256,-87.62591897202392
WENDY'S PROPERTIES LLC,6 S CLARK ST ,09/08/2016,1,41.88181246293151,-87.63102087863413
WENDY'S OLD FASHIONED HAMBURGERS,6 S CLARK ST ,09/30/2015,1,41.88181246293151,-87.63102087863413
GEPADE CAFFE,60 E ADAMS ST ,08/24/2015,3,41.879645907113094,-87.62548535139351
ABOU ANDRE LLC,60 E JACKSON AVE FL ,07/18/2013,1,41.87837042031117,-87.62544271345834
THE SOUTHERN MAC & CHEESE STOR,60 E LAKE ST ,07/22/2010,2,41.8858384517594,-87.62584164558254
J V ENTERPRISES INC,60 W ADAMS ST ,08/30/2013,0,41.87953523408122,-87.63002421135039
J V ENTERPRISES INC,60 W ADAMS ST ,03/25/2013,0,41.87953523408122,-87.63002421135039
600 Michigan,600 S MICHIGAN AVE ,09/21/2010,6,41.874371615358896,-87.62437952778167
"M.H.R.,L.L.C.",600 S MICHIGAN AVE ,08/16/2010,0,41.874371615358896,-87.62437952778167
THAI SPOON,601 S WABASH AVE ,08/09/2013,3,41.87434626994429,-87.62584808129652
Wingers,606 S WABASH AVE ,02/24/2015,1,41.87422312847768,-87.62613908342945
BULLCHICKS,606 S WABASH AVE ,10/24/2014,1,41.87422312847768,-87.62613908342945
PITABELLY,606 S WABASH AVE ,06/23/2014,0,41.87422312847768,-87.62613908342945
PITABELLY,606 S WABASH AVE ,11/04/2013,1,41.87422312847768,-87.62613908342945
PIZANO,61 E MADISON ST ,01/25/2012,3,41.88198218624524,-87.6256414697163
